뉴스 식별자,일자,언론사,기고자,제목,본문,URL
01100201.20170424214255001,20170424,국민일보,권지혜 기자,[대선 후보 TV 토론] ‘돼지 흥분제’ 후보 사퇴 협공에 고개숙인 홍준표,"안철수 국민의당, 유승민 바른정당, 심상정 정의당 후보는 23일 선관위 TV토론회가 시작되자마자 홍준표 자유한국당 후보의 사퇴를 촉구했다. ‘돼지 흥분제’ 사건에 가담한 홍 후보를 대선 후보로 인정할 수 없다며 공동 전선을 폈다. 홍 후보는 3당 협공에 결국 고개를 숙였다. 
 
 포문은 심 후보가 열었다. 심 후보는 ‘북핵 위기 타개책’이라는 공통 질..",http://news.kmib.co.kr/article/view.asp?arcid=0923735416&code=11121100
01100201.20170424215755001,20170424,국민일보,강준구 허경구 기자,[대선 후보 TV 토론] 거짓말 vs 색깔론 문재인 겨냥 ‘안보’ 난타전,"23일 열린 중앙선거방송토론위원회 주최 19대 대선 후보자 1차 TV토론(정치 분야)에서는 2007년 정부의 유엔 북한인권결의안 표결 기권 결정과 관련해 날선 공방이 벌어졌다. 또 안철수 국민의당, 유승민 바른정당, 심상정 정의당 후보는 이른바 ‘돼지 발정제’를 이용한 성폭행 모의 의혹을 받고 있는 홍준표 자유한국당 후보에게 일제히 사퇴를 촉구했다. 
..",http://news.kmib.co.kr/article/view.asp?arcid=0923735415&code=11121900
01100201.20170424222355001,20170424,국민일보,백상진 기자,[대선 후보 TV 토론] ‘국민 질문’으로 제시된 북 핵 위협 관련 5人 “한국이 주도적 역할”,"5당 후보들은 북한의 핵 미사일 위협과 관련해 한국 정부의 주도적 역할론을 공통적으로 강조했다. 하지만 세부 방안에서는 다자외교부터 핵무장론까지 온도차를 보였다. 
 
 23일 서울 여의도 KBS에서 열린 중앙선관위 TV토론회에서는 ‘북한의 핵 미사일 위협 관련 한국의 주도적 핵위기 타개책’이 ‘국민 질문’으로 제시됐다. 
 
 문재인 더불어민주당 후보..",http://news.kmib.co.kr/article/view.asp?arcid=0923735421&code=11121900
01100201.20170424000006002,20170424,국민일보,하윤해 김경택 기자,安風 잠잠해지자 다시 살아나는 ‘단일화 불씨’,"안철수 국민의당 후보의 지지율이 주춤하자 사그라졌던 후보 단일화 논의가 다시 수면으로 떠올랐다. ‘문재인 안철수 양강 구도’가 ‘문재인 독주 구도’로 변화될 기미를 보이자 ‘반(反)문재인 후보 단일화’ 논의가 또다시 꿈틀대는 것이다. 
 
 정작 당사자인 안철수(국민의당) 홍준표(자유한국당) 유승민(바른정당) 후보는 모두 단일화에 부정적이다. 하지만 바..",http://news.kmib.co.kr/article/view.asp?arcid=0923735383&code=11121900
01100101.20170424001223001,20170424,경향신문,박홍두 기자 phd@kyunghyang.com,[기타뉴스][오래전 ‘이날’] 4월24일 세계가 감짝 놀란 인질구출작전,"[오래전 ‘이날’]은 1957년부터 2007년까지 매 십년 경향신문의 같은 날 보도를 살펴보는 코너입니다. 매일 업데이트 합니다.■1997년 4월24일 세계가 깜짝 놀란 ‘40분짜리’ 인질구출작전 드라마



20년 전 남미 페루에서는 희대의 인질극이 있었습니다. 페루반군인 투팍아마루혁명운동(MRTA)이 페루 주재 일본대사관저를 4개월 간이나 점거하며 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704240011001&code=940100
01100201.20170424002955001,20170424,국민일보,권지혜 기자,[대선 후보 TV 토론]‘돼지 흥분제’ 후보 사퇴 협공에 고개숙인 洪,"안철수 국민의당, 유승민 바른정당, 심상정 정의당 후보는 23일 중앙선관위 TV토론이 시작되자마자 홍준표 자유한국당 후보의 사퇴를 촉구했다. ‘돼지 흥분제’ 사건에 가담한 홍 후보를 대선 후보로 인정할 수 없다며 공동 전선을 폈다. 안 후보는 홍 후보에게 질문할 땐 아예 얼굴도 쳐다보지 않았다. 
 
 사퇴 포문은 심 후보가 열었다. 심 후보는 ‘북핵 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923735470&code=19111154
01100201.20170424003055001,20170424,국민일보,김경택 기자,[대선 후보 TV 토론] 이번에는 문재인 엄호한 심상정,"심상정 정의당 후보는 23일 중앙선관위 TV토론에서 문재인 더불어민주당 후보를 엄호하는 듯한 스탠스를 취했다. 지난 19일 토론에서 문 후보를 공격했다가 당 안팎의 비판이 쏟아졌던 상황을 의식한 것으로 보인다. 
 
 심 후보는 2007년 유엔 북한인권결의안 기권 논란에 대해 “정치권에서 이렇게 진실공방을 하는 게 고질병”이라며 “제가 그 당시 대통령이..",http://news.kmib.co.kr/article/view.asp?arcid=0923735461&code=19111154
01100201.20170424003255001,20170424,국민일보,백상진 기자,[대선 후보 TV 토론] 이번에도 ‘안보관’ 날선 공방,"5당 대선 후보들은 23일 중앙선관위 TV토론에서 2007년 유엔 북한인권결의안 기권 문제와 북한의 핵 미사일 위협 대책 등 안보 이슈를 놓고 날선 공방전을 벌였다. 
 
 문재인 더불어민주당 후보는 북한인권결의안 기권 문제와 관련해 집중 공격을 받았다. 유승민 바른정당 후보는 “사전에 김정일 북한 국방위원장에게 표결 결과를 물어봤는지 다시 한 번 묻는..",http://news.kmib.co.kr/article/view.asp?arcid=0923735471&code=19111154
01100201.20170424003455001,20170424,국민일보,정건희 기자,"흔들림 없는 문재인 지지율, 안철수와 격차 벌여","문재인 더불어민주당 후보와 안철수 국민의당 후보 지지율이 오차범위 밖으로 서서히 벌어지고 있다. 문 후보는 최근 북한 ‘주적’ 발언과 2007년 유엔 북한인권결의안 표결 논란 등 안보 이슈로 집중 공세를 받았지만 큰 타격 없이 선두를 지켰다. 
 
 한국사회여론연구소(KSOI)가 전국 유권자 1021명을 대상으로 지난 21 22일 조사해 23일 발표한 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923735419&code=19111154
01100201.20170424050000001,20170424,국민일보,세종=유성열 기자,[기획] 해경청 재설치 확실해지자 벌써부터 본부 유치전,"박근혜정부에서 해체됐던 해양경찰청의 부활이 확실시되면서 지방자치단체 간 ‘해경 본청 쟁탈전’도 본격화하고 있다. 새 정부의 정부조직 개편이 확정되기도 전에 볼썽사나운 유치 경쟁부터 시작된 셈이다. 
 
 23일 중앙선거관리위원회에 대선 후보가 등록한 정책공약과 개별적으로 발표한 주요 공약을 보면 주요 대선 후보들은 해경의 부활을 한목소리로 외치고 있다...",http://news.kmib.co.kr/article/view.asp?arcid=0923735381&code=11151100
01100201.20170424050255002,20170424,국민일보,부산=조효석 기자,“아직 몬고른 사람 많다카대” 선택 머뭇거리는 PK 표심,"“아직 몬(못) 고른 사람들 많을 끼다. 주변에 진짜 다 그카더라.” 
 
 지난 22일 오전 부산역 광장에서 만난 김모(70 여)씨 미간에 주름이 깊게 잡혔다. ‘대선 후보 중 누구를 찍으실 거냐’고 묻자 웃음부터 터뜨린 김씨 표정은 이내 심각해졌다. 김씨는 “다섯인가 여섯인가 나온 사람 중에 인물이 하나도 없더라”며 “이번 선거는 잘못 찍으면 진짜 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923735179&code=11121900
01100101.20170424083615001,20170424,경향신문,곽희양 기자 huiyang@kyunghyang.com,[D-15 대선 브리핑]오늘 후보들은 어디에?,"경향신문 모바일팀은 대선 전날인 5월 8일까지 매일 대선 후보들의 일정을 취합해 알려드립니다. 경향신문의 대선 보도도 함께 전합니다. 후보별 일정은 정당 의석수에 따른 기호순입니다.

■관전 포인트 

지난 23일 대선후보 세번째 토론회에서 북핵과 외교안보, 검찰 국정원 개혁 등의 정책에 대한 입장을 내놨습니다. 더불어민주당 문재인 정의당 심상정 후보가..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704240834001&code=910110
01100101.20170424085704001,20170424,경향신문,정리|곽희양 기자 huiyang@kyunghyang.com,[D-15 오늘의 대선 현장]‘유승민 사퇴 논의’ 의총 소식에 지지자들 당사 ‘점거농성’,"경향신문은 9일부터 5월9일 대선까지 매일 ‘오늘의 대선 현장’ 라이브 업데이트를 전합니다. 매일 아침 경향신문과 주요 언론의 보도, 각 후보와 정당의 활동, 시민사회 움직임 등 대선 관련 주요 소식을 알려드립니다. (표기 시간은 발생 출고 시간이 아니라 경향닷컴 게재 시간입니다.)

■‘북한 인권결의안’ 논란 관련 문재인 후보측, 송민순 전 장관 검찰..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704240856001&code=910110
01101001.20170424085808001,20170424,한겨레,,[한겨레 사설] TV토론 퇴색시킨 ‘색깔론’의 망령,"23일 밤에 열린 19대 대통령선거 3차 텔레비전 토론은 ‘색깔론’으로 덮였다 해도 과언이 아니다. 지난주 송민순 전 외교통상부 장관이 2007년 참여정부 시절의 내부 문건을 공개할 때부터 예상했던 일이긴 하나, 그 수위와 내용을 보니 너무 심하다는 생각을 지울 수 없다. 보수 정당에선 이 사안을 흡사 2012년 대선 때의 북방한계선(NLL) 논란처럼 ..",http://www.hani.co.kr/arti/opinion/editorial/791948.html
01100101.20170424091549001,20170424,경향신문,곽희양 기자 huiyang@khan.kr,[오늘은 이런 경향]4월 24일’구태의연한 색깔론’,"경향신문의 특종과 기획, 해설과 분석 등 ‘독자적인 시각’을 모아 전해드립니다. 경향(京鄕) 각지 소식과 삶에 필요한 여러 정보, 시대의 경향(傾向)도 담아냅니다. 
뉴스 브리핑 [오늘은 이런 경향] 4월24일입니다.




대선 후보간 TV토론이 점점 더 치열해지고 있습니다. 23일 열린 3차 토론은 그야말로 후보들 간에 공방전이 뜨거웠는데요. 다만 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704240914132&code=940100
01100101.20170424094456001,20170424,경향신문,노도현 기자 hyunee@kyunghyang.com,"홍준표 ""기울어진 운동장이라도 참 너무하다""","자유한국당 홍준표 대선후보가 24일 “기울어진 운동장에서 경기를 하곤 있지만 참 너무하다는 생각이 든다”고 말했다.

홍 후보는 이날 자신의 페이스북에서 “어제 대선후보 TV토론은 주제와는 달리 인신공격만 난무한 초딩수준의 토론이 되어버려 참으로 유감스럽게 생각한다”며 이같이 말했다. 

홍 후보는 “칼빈슨호와 일본 함대의 동해접근과 이를 수장시키겠다는..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704240943001&code=910110
01100101.20170424101408001,20170424,경향신문,허남설 기자 nsheo@kyunghyang.com,"홍준표 ""인신공격 난무한 '초딩' 수준 토론  어이없다""","자유한국당 홍준표 대선후보(63)가 24일 전날 중앙선거방송토론위원회 주관 대선후보 TV토론에 대해 “인신공격만 난무한 ‘초딩’ 수준의 토론”이라고 평가절하했다.

홍 후보는 이날 자신의 페이스북에 남긴 글에서 이 같이 밝히면서 “참으로 유감스럽게 생각한다”고 밝혔다. 이어 “한반도가 세계의 화약고로 떠오르는 이 시점에 외신은 숨가쁘게 이를 주시하며 보..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241012001&code=910100
01100101.20170424105654001,20170424,경향신문,박송이 기자 psy@kyunghyang.com,"노회찬 ""홍준표, 정신상태 정상인지 대단히 의문스러워""","정의당 노회찬 상임선대위원장은 24일 자유한국당 홍준표 후보에 대해 “정신상태가 정상인지 대단히 의문스럽다”고 말했다.

노 위원장은 이날 CBS <김현정의 뉴스쇼>에 출연해 홍 후보가 자신의 자서전에 지인의 성폭력 모의 내용을 쓴 것에 대해 “일단 그런 행위 자체가 변명의 여지가 없는 지탄 받을 범죄행위에 속한다. 이제 와서 부끄럽게 여기지 않고 이렇..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241055011&code=910100
01100101.20170424114123001,20170424,경향신문,손제민 기자 jeje17@kyunghyang.com,[TV토론 팩트체크]홍준표 “일심회 간첩단 사건에 문재인 그룹 많이 걸려있어서 김승규 국정원장 쫓겨났다 위키리크스에 나온다” → [거짓],"■홍준표 “일심회 간첩단 사건에 문재인 그룹 많이 걸려있어서 김승규 국정원장 쫓겨났다 위키리크스에 나온다” → [거짓]



홍준표 자유한국당 대선후보는 23일 밤 중앙선거관리위원회 주최 대선후보 TV토론에서 2006년 10월 김승규 국가정보원장이 일심회 등 간첩단 관련 7개 사건을 조사하던 중 “문재인 그룹이 걸려있었”던 것이 드러나면서 노무현 대통령..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241140001&code=910100
01100101.20170424114124001,20170424,경향신문,허남설 기자 nsheo@kyunghyang.com,"홍준표 ""안철수는 초등학생, 유승민은 진드기""","자유한국당 홍준표 대선후보(63)가 24일 국민의당 안철수 후보를 ‘초등학생’에, 바른정당 유승민 후보를 ‘진드기’에 빗댔다.

홍 후보는 이날 강원 원주 의료기기테크노밸리에서 강원 지역공약 발표 기자회견 후 기자들과 만나 안 후보에 대해 “국민들이 보면 초등학교 수준도 안 되는 분”이라고 직격했다. 전날 TV토론회에서 안 후보가 ‘돼지발정제 논란’을 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241140011&code=910100
01100501.20170424115006004,20170424,문화일보,이근평,"<대선 D-15>安, 여성단체 등 간담회 “性평등 실현 국가개혁”","“여가부→성평등인권부 개편

性평등 임금공시제도 등 도입

가족돌봄 휴직 180일로 확대”



여성친화적 행보로‘洪때리기’

호남 두번째 방문 반등 노려



안철수 국민의당 대선후보가 24일 성평등 실현을 위한 국가 대개혁을 발표했다. ‘돼지 흥분제’로 여성의 거센 비판을 받는 홍준표 자유한국당 후보를 겨냥했다는 분석이 나온다. 공식 선거운동을 시작..",
01100501.20170424115505008,20170424,문화일보,김윤희,<대선 D-15>사회자 “주제 집중해달라” 4차례나 당부,"沈, 洪과 토론 않겠다 선언

安, 갑철수 안철수 묻기도



 23일 중앙선거방송토론위원회가 주최한 대선후보 토론회는 주제인 외교 안보를 이탈해 감정싸움과 네거티브로 점철됐다. 최대 현안인 외교 안보 분야 정책을 검증할만한 토론은 찾아볼 수 없었다. 사회자가 4차례에 걸쳐 “주제에 집중해달라”고 당부했지만, 후보들은 이를 무시한 채 네거티브와 감정공방..",
01100501.20170424115505002,20170424,문화일보,장병철,<대선 D-15>보수 후보들 ‘강원도의 결투’,"- 洪, 원주서 공약발표



“동해안권 레저관광벨트 개발

동계스포츠 거점 도시 육성”



- 劉, 평창서‘지역 7대공약’

“올림픽지원위 대통령 직속화

동해안 북부선 조기 고속철화”



보수 적자 경쟁을 벌이는 홍준표 자유한국당 대선 후보와 유승민 바른정당 대선 후보가 24일 동시에 강원지역을 방문, 2018년 열리는 평창동계올림픽 지원 등 지..",
01100501.20170424115505007,20170424,문화일보,김동하,<대선 D-15>文 ‘北인권결의안’ 말 바꾸기 집중 포화 安은 오락가락 ‘대북 안보관’ 협공 당해,"- 토론회 핵심 쟁점 공방



洪, 성완종 性폭력 등 곤욕



23일 열린 중앙선거방송토론위원회 주최 첫 TV 토론회에서는 2007년 노무현정부의 유엔 북한인권결의안 표결 당시 북한의 의견을 묻고 기권했는지에 대한 의혹 등이 다시 핵심 쟁점으로 다뤄졌다.



문재인 더불어민주당 대선후보 측은 기권 결정 전 북한의 의견을 물었다는 송민순 당시 외교통..",
01100501.20170424115505006,20170424,문화일보,김윤희,<대선 D-15>“공약 정책 평가 불가능했던 토론 말싸움 기술 쇼 본 듯”,"- 23일 토론회 전문가 평가



文 ‘방어능력 향상’ 좋은 평가

安, 메시지 불분명하다는 지적

洪, 전달력 좋지만 쉽게 당황

劉, 예리한 공격 방어 엇갈려

沈, 모든 분야 좋은 점수 받아



沈이 ‘上’ 최다 安은 ‘下’ 최다



 23일 진행된 중앙선거방송토론위원회 주최 첫 대선후보 TV 토론회를 지켜본 전문가들은 심상정 정의당 후보..",
01100501.20170424120006006,20170424,문화일보,,<사설>TV토론 衆口難防 막기 위한 근본적 개선 서둘러야,"대선 후보 ‘5자 TV 토론’의 수준이 갈수록 낮아지고 있다. 중앙선거관리위원회가 주최하고 중앙선거방송토론위원회가 주관한 것으로는 제19대 대선 첫 번째였던 23일 토론회는 중구난방(衆口難防)이었다. 지난 13일 한국기자협회 SBS 주최 토론회와 19일 KBS 주최 토론회도 개선해야 할 점이 적지 않았지만, 그보다 더 후진한 것이다.



주제에 대한 ..",
01100501.20170424121006004,20170424,문화일보,김동하,<대선 D-15>격차 벌어지는 文-安 ‘양강’→‘1강 2중 2약’ 재편되나,"각종 여론조사 文- 安 지지율 

2주일새 접전→10%P差안팎 

보수표 일부, 安→洪 劉 이동 



“지지후보 변경 가능” 30%대 

유동성 여전 TV토론 변수



24일 발표된 각종 대선주자 지지율 여론조사에서 문재인 더불어민주당 후보와 안철수 국민의당 후보의 격차가 벌어지는 것으로 나타났다. 공식 선거운동 기간 첫째 주 성적표가 반영된 21..",
01100501.20170424121006006,20170424,문화일보,박세희,<대선 D-15>30일 투표용지 인쇄 이번 주가 단일화 마지노선,"판세 흔들 최후변수 가능성 

北도발 후보 말실수도 촉각



‘수성이냐, 역전이냐.’ 이번 주가 오는 ‘5 9 대선’의 판도를 바꿀 수 있는 마지막 주가 될 가능성이 크다는 분석이 적지 않다. 대선 후보의 지지율이 요동치며 문재인 안철수 후보의 ‘양강 구도’가 균열 조짐을 보이는 데다, 투표용지가 인쇄되는 오는 30일까지를 후보 단일화 마지노선으로 볼..",
01100501.20170424121006005,20170424,문화일보,신선종,<대선 D-15>바른정당 의총 식지 않는 ‘安 劉 연대론’,"바른정당 의원들, 진로 논의 

洪 安 劉 단일화 논의도 거론 



국민의당도 “의총 결론 보자” 

손학규 “중도개혁세력” 언급



5 9 대선이 보름 앞으로 다가옴에 따라 안철수 국민의당 후보와 유승민 바른정당 후보 간 단일화와, 홍준표 자유한국당 후보와 조원진 새누리당 후보 간 단일화 여부에 관심이 쏠리고 있다. 현재로는 각 당 대선후보가 공개..",
01100501.20170424122005006,20170424,문화일보,김병채,<대선 D-15>대선前 檢수사 회의록 공개 어려워 정치적 공방 그칠듯,"- ‘宋문건 진실’ 공방 배경 



檢, 文소환 가능성 희박해 

국정원 비밀해제 불가 입장 

2차 남북정상회담 회의록도 

18대 대선 6개월 지나 공개



2007년 유엔 북한인권결의안 기권 결정 과정을 둘러싼 논란이 제19대 대선 최대의 변수로 떠오르면서 문재인 더불어민주당 대선후보 측이 송민순 전 외교통상부장관을 명예훼손 등의 혐의로 검찰에..",
01101001.20170424122813001,20170424,한겨레,김지은,"‘회고록 논란’ 송민순, 북한대학원대학 총장직 사의","최근 2007년 참여정부의 유엔 북한인권결의안 기권 결정과 관련한 논란을 재점화시킨 송민순 전 외교통상부 장관이 24일 북한대학원대학교 총장직에서 물러나겠다고 밝혔다. 더불어민주당 문재인 대선 후보 쪽은 이날 송 전 장관을 출판물에 의한 명예훼손, 후보자 비방 등 혐의로 검찰에 고발했다. 

 북한대학원대학교 관계자는 이날 <한겨레>와 통화에서 “총장님..",http://www.hani.co.kr/arti/politics/diplomacy/791966.html
01100101.20170424133958001,20170424,경향신문,김정훈 기자 jhkim@kyunghyang.com,대선 코앞인데 ‘홍준표 나무’ 시들시들 또 교체,"경남도가 지난해 ‘채무 제로’ 달성을 기념해 심은 나무들이 잇따라 고사현상을 보여 2차례나 교체됐다.

24일 경남도에 따르면 지난 22일 경남도청 정문 앞에 심어 놓은 채무 제로 나무인 ‘주목’의 배수설비 작업을 하면서 기존 나무를 다른 나무로 교체했다. 교체한 나무는 기존 심어놓았던 주목과 같은 수종으로 수령과 크기도 비슷하다. 도는 현재 새로 심은..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241338001&code=620116
01101001.20170424143818001,20170424,한겨레,최상원,경남 여성단체 “젠더 감수성 제로 홍준표는 사퇴하라”,"경남지역 여성단체들이 홍준표 자유한국당 대선후보에게 “심각한 성차별의식, 성폭력에 대한 낮은 감수성, 젠더의식 0의 대통령 후보와 우리나라 미래를 논할 수 없다”며 후보 사퇴를 요구하고 나섰다.

 경남여성단체연합은 24일 논평을 내어 “홍 후보는 대통령 후보 자격이 없다”며 이렇게 밝혔다. 이들은 “홍 후보는 뿌리 깊은 성차별의식에 빠져있는 사람”이라..",http://www.hani.co.kr/arti/society/area/791975.html
01100201.20170424145244001,20170424,국민일보,정지용 기자,"홍준표, 안철수 겨냥 ""토론회서 어린애처럼 칭얼대고 토라져""","‘돼지흥분제’ 논란으로 대선후보 자격 시비에 휩싸인 자유한국당 홍준표 후보가 3차 TV토론 다음날인 24일 특정 후보를 가리켜 ‘어린애, 초등생 같다’고 비난했다. 
홍 후보는 이날 자신의 페이스북을 통해 “한나라의 대통령을 선출하는 토론에서 마치 어린애가 칭얼대는 듯한 모습을 보이고 토라진 초등생 모습으로 국민들에게 비춰지는 것은 나만의 느낌은 아닐 ..",http://news.kmib.co.kr/article/view.asp?arcid=0011421249&code=61111111&cp=kd
01100201.20170424145644001,20170424,국민일보,정지용 기자,"""안철수 '갑철수' 'MB아바타'는 최악의 질문"" 엇갈린 토론회 관전평","안철수 국민의당 후보가 문재인 민주당 후보에게 던진 ‘갑철수’ ‘MB아바타’ 질문이 화제를 낳고 있다. 토론회 당일 뿐아니라 다음날인 24일에도 포털사이트 실시간 검색어에 오르내렸다. TV토론을 지켜 본 네티즌들 관전평의 주요 소재가 됐다. 
 
 
23일 열린 '제3차 대선후보 TV토론회'에서 안 후보는 1부 외교 안보 분야 토론이 진행되던 도중 돌연..",http://news.kmib.co.kr/article/view.asp?arcid=0011420422&code=61111111&cp=kd
01101001.20170424161822002,20170424,한겨레,송경화,“내가 MB 아바타입니까” 안철수가 목소리 높인 이유는?,중앙선거방송토론위원회가 주관한 23일 밤 TV 토론회를 두고 여러 평가가 나오고 있습니다. 특히 안철수 국민의당 후보가 화제입니다. 본인 입으로 ‘엠비(MB) 아바타’나 ‘갑철수’와 같은 단어를 꺼낸 게 전략적으로 효과적이었냐는 논쟁이 오가고 있습니다. 캠프 내부에서는 “더불어민주당 네거티브 공세의 실상을 제대로 알릴 수 있는 기회였다”는 자평도 나옵니..,http://www.hani.co.kr/arti/politics/polibar/791999.html
01100201.20170424163544001,20170424,국민일보,태원준 기자,"안철수 측 ""지지율 조정 당연 종반에 '골든크로스' 온다""","선거를 2주 앞두고 지지율이 주춤해 위기를 맞은 안철수 국민의당 후보 측이 ""골든크로스(지지율 역전 현상)는 선거 종반에 올 것""이라며 기존의 전략 기조를 밀어붙일 계획임을 밝혔다. 
 
국민의당 선거대책위원회 전략본부장인 김성식 의원은 24일 연합뉴스와의 통화에서 ""어차피 한 번쯤은 지지율 조정국면이 불가피하다고 봤다""면서 ""안 후보는 변화와 혁신의 ..",http://news.kmib.co.kr/article/view.asp?arcid=0011421592&code=61111111&cp=kd
01100101.20170424164936001,20170424,경향신문,조형국 기자 situation@kyunghyang.com,정부 ‘철도공사 쪼개기’ 제동 거는 대선후보들,"ㆍ문 안 심 “시설공단과 통합해야” 국책연구기관은 “단순 기관 통합 아닌 정책 통합 바람직”

정부가 추진 중인 ‘한국철도공사(코레일) 쪼개기’에 제동이 걸릴 것으로 보인다. 주요 대선후보가 한국철도시설공단과 코레일의 상하통합에 찬성하는 등 정부의 방침과는 다른 의견을 내놓고 있어서다. 정부가 두 기관 간 이해 조율에 실패해 장점은 못 살리고 단점만 두..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241649001&code=920100
01100101.20170424165244001,20170424,경향신문,김원진 기자 onejin@kyunghyang.com,"국내 첫 트랜스젠더 변호사 ""수술 없이도 '성별 정정 허가' 이끌어내고 싶어""","박한희 변호사(32)의 어릴 적 꿈은 로봇 박사였다. 박 변호사는 학창 시절 방과 후 과학실에서 노는 것을 제일 좋아했다. 집에서는 로봇 만화 ‘전설의 용자 다간’, ‘미래용사 볼트론’을 보는 게 낙이었다. 초등학교 5학년 때 강원도에서 열린 과학경시대회에서 장려상도 받았다. 그는 남고를 거쳐 포항공대(포스텍)에 진학해 기계공학을 전공했다. 건설회사도 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241652001&code=940100
01100201.20170424165944001,20170424,국민일보,태원준 기자,유승민 '운명의 날' 오늘 저녁 '사퇴 논의' 의원총회,"바른정당이 대선을 2주 남짓 앞둔 24일 저녁 유승민 후보의 사퇴 여부를 논의하는 의원총회를 연다. 
 
바른정당은 오후 7시 국회 의원회관에서 ‘도시락 의총’을 열고 유 후보 사퇴와 후보 단일화 문제, 향후 선거전략 등을 논의한다. 당초 자신의 거취와 관련된 의총에는 참석하지 않겠다던 유 후보도 입장을 바꿔 강원도 유세를 마친 뒤 참석키로 했다. 
 ..",http://news.kmib.co.kr/article/view.asp?arcid=0011421686&code=61111111&cp=kd
01101001.20170424172815001,20170424,한겨레,이유주현,심 ‘시원한 팩트 폭격’ 문 ‘성공적 수비’ 안 ‘네거티브 갇혀’,"중앙선거방송토론회 주관으로 열린 23일 밤 텔레비전 토론회를 본 지켜본 시민들의 평가는 어떠할까. <한겨레>와 한겨레경제사회연구원이 모집한 ‘시민평가단’은 지난 19일 토론회 평가에 이어 이번에도 ‘냉정한’ 시선을 유지했다. 시민평가단은 대선 후보들의 공약을 ‘보통 사람’들의 눈높이로 평가하는 ‘한겨레 시민정책오디션’ 참가자들로, 20~50대의 학생 취..",http://www.hani.co.kr/arti/politics/polibar/792032.html
01100201.20170424173946001,20170424,국민일보,최민우 인턴기자,남편보다 더 많이 지난주 숨가빴던 후보 부인들 행보,"대선을 앞두고 후보 부인들의 발걸음도 바빠지고 있다. 공식 선거운동이 시작된 지난주 유세에 뛰어든 이들은 남편 못지 않은 하루하루를 보내야 했다. 
 
◇ 기호 1번 문재인 더불어민주당 후보 부인 김정숙씨 
 
공식 선거운동 첫날인 17일 광주 북구 말바우시장을 찾아 상인들을 만나며 남편의 지지를 호소했다. 
 
20일 이재명 성남시장 부인 김혜경(왼쪽..",http://news.kmib.co.kr/article/view.asp?arcid=0011421793&code=61111111&cp=kd
01101001.20170424175836001,20170424,한겨레,김미영,박지원 “평양대사” 발언은 농담? 평화 열망?,박지원 국민의당 대표가 23일 “안철수 후보가 대통령에 당선된다면 어떤 임명직 공직에도 진출하지 않겠다”고 공개적으로 밝혔음에도 ‘상왕(上王)’ ‘평양대사’를 소재로 한 정치적 공방이 이어지고 있다. (▶<광주매일신문> 박지원 “안철수 당선시 임명직 공직 안 맡을것”) 이날 저녁 중앙선거관리위원회 주최로 열린 ‘19대 대통령 후보자 텔레비전 토론회’를 ..,http://www.hani.co.kr/arti/society/society_general/792041.html
01100201.20170424181344001,20170424,국민일보,박상은 기자,“빠져든다” 3차 토론 표정으로 웃기는 후보들 (GIF 모음),"네거티브로 가득찬 3차 TV토론에서도 웃음 포인트는 있었다. 바로 후보들이 보여준 표정 변화다. 토론의 내용과 상관없이 볼수록 빠져드는 후보들의 ‘짤방’(움직이는 그림 파일)을 모았다. 
 
◆ ‘절레 절레’ 안철수 
 
 
 
안철수 국민의당 후보는 23일 열린 중앙선거방송토론위원회 주최 TV토론에서 홍준표 자유한국당 후보와 ‘문화예술인 블랙리스트’를..",http://news.kmib.co.kr/article/view.asp?arcid=0011421815&code=61111111&cp=kd
01101001.20170424184852003,20170424,한겨레,,"[야! 한국 사회] 변호사, 의사, 그리고 검사 / 김우재","김우재 초파리 유전학자

 선거일 현재 5년 이상 국내에 거주한, 국회의원 출마 자격이 있는 40세 이상의 대한민국 국민은 대통령이 될 수 있다. 대통령은 헌법과 국가의 주권을 수호하고, 평화적 통일을 위해 노력할 책무가 있다. 위 사항에 특별히 위배되지 않는다면 성별/지역/나이/직업에 상관없이 대통령에 출마할 수 있다. 민주주의가 권위에 종속되지 않고..",http://www.hani.co.kr/arti/opinion/column/792053.html
